continente,region,nacionalidad,enero,febrero,marzo,abril,mayo,junio,julio,agosto,septiembre,octubre,noviembre,diciembre,accion_migratoria,anual,timeste_1,timeste_2,timeste_3,timeste_4,cuatrimestre_1,cuatrimestre_2,cuatrimestre_3,semestre_1,semestre_2,total_anual,dominicano,covid-19,gasto_timeste_1,gasto_timeste_2,gasto_timeste_3,gasto_timeste_4,gasto_promedio_anual,estadia_trimestre_1,estadia_trimestre_2,estadia_trimestre_3,estadia_trimestre_4,estadia_promedio_anual,proyectado
asia,asia_del_sur,afganistan,5,3,7,7,1,5,1,9,11,2,2,10,entrada,2018,15,13,21,14,22,23,25,28,35,63,no,pre-covid,136.3,137.26,135.91,136.39,136.48,8.35,8.34,8.67,8.11,8.37,no
europa,europa_del_este,albania,114,119,101,65,152,141,148,153,190,114,76,77,entrada,2018,334,358,491,267,399,659,457,692,758,1450,no,pre-covid,136.3,137.26,135.91,136.39,136.48,8.35,8.34,8.67,8.11,8.37,no
europa,europa_central,alemania,16538,16571,23319,16949,16019,12389,12993,12992,14113,15052,18985,17175,entrada,2018,56428,45357,40098,51212,73377,71342,65325,101785,91310,193095,no,pre-covid,136.3,137.26,135.91,136.39,136.48,8.35,8.34,8.67,8.11,8.37,no
europa,europa_occidental,andorra,22,17,17,7,48,13,29,13,12,18,12,18,entrada,2018,56,68,54,48,63,110,60,124,102,226,no,pre-covid,136.3,137.26,135.91,136.39,136.48,8.35,8.34,8.67,8.11,8.37,no
africa,africa_central,angola,8,6,6,3,4,2,13,11,4,6,8,7,entrada,2018,20,9,28,21,23,33,25,29,49,78,no,pre-covid,136.3,137.26,135.91,136.39,136.48,8.35,8.34,8.67,8.11,8.37,no
america,caribe,anguila,5,3,6,8,14,5,7,10,8,22,4,10,entrada,2018,14,27,25,36,22,44,44,41,61,102,no,pre-covid,136.3,137.26,135.91,136.39,136.48,8.35,8.34,8.67,8.11,8.37,no
antartida,antartico,antartico,0,0,0,0,0,0,0,0,0,0,0,2,entrada,2018,0,0,0,2,0,0,2,0,2,2,no,pre-covid,136.3,137.26,135.91,136.39,136.48,8.35,8.34,8.67,8.11,8.37,no
america,caribe,antigua_y_barbuda,157,65,125,100,121,159,184,188,127,129,111,331,entrada,2018,347,380,499,571,447,752,698,727,1070,1797,no,pre-covid,136.3,137.26,135.91,136.39,136.48,8.35,8.34,8.67,8.11,8.37,no
america,caribe,antillas_neerlandesas,0,0,0,0,0,0,0,0,0,0,0,1,entrada,2018,0,0,0,1,0,0,1,0,1,1,no,pre-covid,136.3,137.26,135.91,136.39,136.48,8.35,8.34,8.67,8.11,8.37,no
america,caribe,apatrida,0,0,0,0,0,1,0,1,1,1,0,0,entrada,2018,0,1,2,1,0,2,2,1,3,4,no,pre-covid,136.3,137.26,135.91,136.39,136.48,8.35,8.34,8.67,8.11,8.37,no
asia,asia_occidental,arabia_saudita,25,18,116,23,10,17,36,41,18,9,16,35,entrada,2018,159,50,95,60,182,127,78,209,155,364,no,pre-covid,136.3,137.26,135.91,136.39,136.48,8.35,8.34,8.67,8.11,8.37,no
africa,africa_del_norte,argelia,69,70,64,92,32,50,70,65,71,37,23,83,entrada,2018,203,174,206,143,295,309,214,377,349,726,no,pre-covid,136.3,137.26,135.91,136.39,136.48,8.35,8.34,8.67,8.11,8.37,no
america,america_del_sur,argentina,26358,19918,20389,22552,25391,19307,19313,14855,13969,15211,16920,14494,entrada,2018,66665,67250,48137,46625,89217,101418,60594,133915,94762,228677,no,pre-covid,136.3,137.26,135.91,136.39,136.48,8.35,8.34,8.67,8.11,8.37,no
asia,asia_occidental,armenia,24,15,19,28,9,35,37,43,27,19,36,63,entrada,2018,58,72,107,118,86,152,145,130,225,355,no,pre-covid,136.3,137.26,135.91,136.39,136.48,8.35,8.34,8.67,8.11,8.37,no
oceania,australia_y_nueva_zelanda,australia,297,228,357,256,305,202,249,250,137,199,253,361,entrada,2018,882,763,636,813,1138,1262,950,1645,1449,3094,no,pre-covid,136.3,137.26,135.91,136.39,136.48,8.35,8.34,8.67,8.11,8.37,no
europa,europa_central,austria,2399,2054,1664,1317,940,906,1476,935,695,958,1603,2210,entrada,2018,6117,3163,3106,4771,7434,5574,5466,9280,7877,17157,no,pre-covid,136.3,137.26,135.91,136.39,136.48,8.35,8.34,8.67,8.11,8.37,no
asia,asia_central,azerbaiyan,18,20,15,15,9,10,22,15,14,12,21,26,entrada,2018,53,34,51,59,68,71,73,87,110,197,no,pre-covid,136.3,137.26,135.91,136.39,136.48,8.35,8.34,8.67,8.11,8.37,no
america,caribe,bahamas,76,100,143,130,117,143,183,172,131,167,142,83,entrada,2018,319,390,486,392,449,745,523,709,878,1587,no,pre-covid,136.3,137.26,135.91,136.39,136.48,8.35,8.34,8.67,8.11,8.37,no
asia,asia_occidental,bahrein,1,1,7,3,1,0,1,6,0,0,5,2,entrada,2018,9,4,7,7,12,11,7,13,14,27,no,pre-covid,136.3,137.26,135.91,136.39,136.48,8.35,8.34,8.67,8.11,8.37,no
asia,asia_del_sur,bangladesh,13,10,17,21,16,10,13,12,13,3,24,21,entrada,2018,40,47,38,48,61,72,61,87,86,173,no,pre-covid,136.3,137.26,135.91,136.39,136.48,8.35,8.34,8.67,8.11,8.37,no
america,caribe,barbados,24,44,45,68,44,49,45,59,46,83,47,28,entrada,2018,113,161,150,158,181,265,204,274,308,582,no,pre-covid,136.3,137.26,135.91,136.39,136.48,8.35,8.34,8.67,8.11,8.37,no
europa,europa_occidental,belgica,2626,2359,2714,2952,2209,2868,4059,2482,2246,2211,2499,3303,entrada,2018,7699,8029,8787,8013,10651,14570,10259,15728,16800,32528,no,pre-covid,136.3,137.26,135.91,136.39,136.48,8.35,8.34,8.67,8.11,8.37,no
america,centroamerica,belice,35,21,30,44,52,58,38,28,44,102,36,29,entrada,2018,86,154,110,167,130,220,211,240,277,517,no,pre-covid,136.3,137.26,135.91,136.39,136.48,8.35,8.34,8.67,8.11,8.37,no
africa,africa_occidental,benin,4,2,1,2,2,3,2,2,4,2,3,6,entrada,2018,7,7,8,11,9,11,15,14,19,33,no,pre-covid,136.3,137.26,135.91,136.39,136.48,8.35,8.34,8.67,8.11,8.37,no
america,caribe,bermuda,18,10,4,16,1,14,12,9,2,5,4,1,entrada,2018,32,31,23,10,48,52,12,63,33,96,no,pre-covid,136.3,137.26,135.91,136.39,136.48,8.35,8.34,8.67,8.11,8.37,no
europa,europa_del_este,bielorrusia,447,296,328,200,252,196,186,260,235,351,362,510,entrada,2018,1071,648,681,1223,1271,1094,1458,1719,1904,3623,no,pre-covid,136.3,137.26,135.91,136.39,136.48,8.35,8.34,8.67,8.11,8.37,no
america,america_del_sur,bolivia,1213,526,340,676,1062,881,1661,835,1371,1503,1831,2377,entrada,2018,2079,2619,3867,5711,2755,5115,7082,4698,9578,14276,no,pre-covid,136.3,137.26,135.91,136.39,136.48,8.35,8.34,8.67,8.11,8.37,no
europa,europa_del_este,bosnia,60,65,66,69,71,39,43,29,33,35,60,58,entrada,2018,191,179,105,153,260,251,186,370,258,628,no,pre-covid,136.3,137.26,135.91,136.39,136.48,8.35,8.34,8.67,8.11,8.37,no
africa,africa_austral,botswana,2,0,1,4,5,3,1,0,1,1,5,2,entrada,2018,3,12,2,8,7,13,9,15,10,25,no,pre-covid,136.3,137.26,135.91,136.39,136.48,8.35,8.34,8.67,8.11,8.37,no
america,america_del_sur,brasil,12048,8565,8204,11063,12286,11322,10378,8374,9431,10189,12045,12113,entrada,2018,28817,34671,28183,34347,39880,53423,43778,63488,62530,126018,no,pre-covid,136.3,137.26,135.91,136.39,136.48,8.35,8.34,8.67,8.11,8.37,no
asia,asia_sudoriental,brunei,0,1,0,1,0,0,0,1,0,1,1,0,entrada,2018,1,1,1,2,2,2,2,2,3,5,no,pre-covid,136.3,137.26,135.91,136.39,136.48,8.35,8.34,8.67,8.11,8.37,no
europa,europa_del_este,bulgaria,823,637,370,298,280,240,189,164,248,509,387,595,entrada,2018,1830,818,601,1491,2128,1171,1739,2648,2092,4740,no,pre-covid,136.3,137.26,135.91,136.39,136.48,8.35,8.34,8.67,8.11,8.37,no
africa,africa_occidental,burkina_faso,2,3,4,8,3,4,3,6,2,2,6,2,entrada,2018,9,15,11,10,17,24,12,24,21,45,no,pre-covid,136.3,137.26,135.91,136.39,136.48,8.35,8.34,8.67,8.11,8.37,no
africa,africa_oriental,burundi,2,2,2,1,2,1,3,1,0,0,0,5,entrada,2018,6,4,4,5,7,8,5,10,9,19,no,pre-covid,136.3,137.26,135.91,136.39,136.48,8.35,8.34,8.67,8.11,8.37,no
asia,asia_meridional,butan,0,0,0,0,0,0,0,0,1,0,0,1,entrada,2018,0,0,1,1,0,0,2,0,2,2,no,pre-covid,136.3,137.26,135.91,136.39,136.48,8.35,8.34,8.67,8.11,8.37,no
africa,africa_occidental,cabo_verde,4,5,6,8,14,11,20,24,10,18,9,8,entrada,2018,15,33,54,35,23,77,45,48,89,137,no,pre-covid,136.3,137.26,135.91,136.39,136.48,8.35,8.34,8.67,8.11,8.37,no
asia,asia_sudoriental,camboya,0,0,3,4,3,5,4,3,6,2,0,3,entrada,2018,3,12,13,5,7,19,11,15,18,33,no,pre-covid,136.3,137.26,135.91,136.39,136.48,8.35,8.34,8.67,8.11,8.37,no
africa,africa_central,camerun,5,11,15,23,19,11,23,20,16,10,16,9,entrada,2018,31,53,59,35,54,96,51,84,94,178,no,pre-covid,136.3,137.26,135.91,136.39,136.48,8.35,8.34,8.67,8.11,8.37,no
america,america_del_norte,canada,125624,118548,132208,94176,44090,37406,46580,43219,25839,32686,64259,101507,entrada,2018,376380,175672,115638,198452,470556,265471,224291,552052,314090,866142,no,pre-covid,136.3,137.26,135.91,136.39,136.48,8.35,8.34,8.67,8.11,8.37,no
africa,africa_central,chad,0,0,1,1,0,0,1,0,1,0,0,1,entrada,2018,1,1,2,1,2,2,2,2,3,5,no,pre-covid,136.3,137.26,135.91,136.39,136.48,8.35,8.34,8.67,8.11,8.37,no
america,america_del_sur,chile,8915,12001,5136,7383,10536,8993,11275,9492,9890,10837,7711,7530,entrada,2018,26052,26912,30657,26078,33435,47679,35968,52964,56735,109699,no,pre-covid,136.3,137.26,135.91,136.39,136.48,8.35,8.34,8.67,8.11,8.37,no
asia,asia_oriental,china,899,869,1304,891,957,1105,838,813,875,853,1213,2221,entrada,2018,3072,2953,2526,4287,3963,4604,5162,6025,6813,12838,no,pre-covid,136.3,137.26,135.91,136.39,136.48,8.35,8.34,8.67,8.11,8.37,no
europa,europa_del_sur,chipre,16,10,13,13,19,6,8,14,14,17,14,14,entrada,2018,39,38,36,45,52,60,59,77,81,158,no,pre-covid,136.3,137.26,135.91,136.39,136.48,8.35,8.34,8.67,8.11,8.37,no
europa,europa_del_sur,citta_della_estado_del_vaticano,0,1,1,1,1,0,0,3,1,0,1,0,entrada,2018,2,2,4,1,3,5,2,4,5,9,no,pre-covid,136.3,137.26,135.91,136.39,136.48,8.35,8.34,8.67,8.11,8.37,no
america,america_del_sur,colombia,7916,4484,7216,6443,8011,10379,9708,9555,8416,10714,9990,12935,entrada,2018,19616,24833,27679,33639,26059,44096,42055,44449,61318,105767,no,pre-covid,136.3,137.26,135.91,136.39,136.48,8.35,8.34,8.67,8.11,8.37,no
africa,africa_oriental,comoras,0,0,1,0,0,0,0,0,1,0,0,0,entrada,2018,1,0,1,0,1,0,1,1,1,2,no,pre-covid,136.3,137.26,135.91,136.39,136.48,8.35,8.34,8.67,8.11,8.37,no
america,centroamerica,costa_rica,1112,854,1132,1242,1020,1203,1163,966,919,1158,1135,1494,entrada,2018,3098,3465,3048,3787,4340,5594,4706,6563,6835,13398,no,pre-covid,136.3,137.26,135.91,136.39,136.48,8.35,8.34,8.67,8.11,8.37,no
africa,africa_occidental,c?te_d'ivoire,7,6,24,23,3,10,12,16,13,7,5,11,entrada,2018,37,36,41,23,60,64,36,73,64,137,no,pre-covid,136.3,137.26,135.91,136.39,136.48,8.35,8.34,8.67,8.11,8.37,no
europa,europa_del_este,croacia,236,136,152,124,99,85,53,80,81,127,136,161,entrada,2018,524,308,214,424,648,441,505,832,638,1470,no,pre-covid,136.3,137.26,135.91,136.39,136.48,8.35,8.34,8.67,8.11,8.37,no
america,caribe,cuba,1202,961,1315,1408,1709,4612,5018,3458,2050,1519,1326,1392,entrada,2018,3478,7729,10526,4237,4886,16205,6287,11207,14763,25970,no,pre-covid,136.3,137.26,135.91,136.39,136.48,8.35,8.34,8.67,8.11,8.37,no
america,caribe,de_las_naciones_unidas,41,74,42,52,53,75,51,45,58,85,78,47,entrada,2018,157,180,154,210,209,276,268,337,364,701,no,pre-covid,136.3,137.26,135.91,136.39,136.48,8.35,8.34,8.67,8.11,8.37,no
europa,europa_del_este,de_lla_republica_de_kosovo,10,10,11,7,5,12,3,5,7,7,18,21,entrada,2018,31,24,15,46,38,32,53,55,61,116,no,pre-covid,136.3,137.26,135.91,136.39,136.48,8.35,8.34,8.67,8.11,8.37,no
europa,europa_del_norte,dinamarca,1512,1952,1782,161,137,176,553,119,135,284,391,912,entrada,2018,5246,474,807,1587,5407,1146,1722,5720,2394,8114,no,pre-covid,136.3,137.26,135.91,136.39,136.48,8.35,8.34,8.67,8.11,8.37,no
america,america_del_sur,ecuador,745,1376,1383,947,1250,1006,1754,1976,1520,1763,1455,1204,entrada,2018,3504,3203,5250,4422,4451,6933,5942,6707,9672,16379,no,pre-covid,136.3,137.26,135.91,136.39,136.48,8.35,8.34,8.67,8.11,8.37,no
africa,africa_del_norte,egipto,30,38,38,44,55,104,73,76,48,32,60,61,entrada,2018,106,203,197,153,150,352,201,309,350,659,no,pre-covid,136.3,137.26,135.91,136.39,136.48,8.35,8.34,8.67,8.11,8.37,no
america,centroamerica,el_salvador,350,345,613,512,792,554,596,591,462,519,541,391,entrada,2018,1308,1858,1649,1451,1820,3045,1913,3166,3100,6266,no,pre-covid,136.3,137.26,135.91,136.39,136.48,8.35,8.34,8.67,8.11,8.37,no
asia,asia_occidental,emiratos_arabes_unidos,2,2,10,12,10,7,12,7,4,10,5,2,entrada,2018,14,29,23,17,26,48,21,43,40,83,no,pre-covid,136.3,137.26,135.91,136.39,136.48,8.35,8.34,8.67,8.11,8.37,no
africa,africa_oriental,eritrea,0,1,2,0,0,0,2,0,1,2,1,5,entrada,2018,3,0,3,8,3,2,9,3,11,14,no,pre-covid,136.3,137.26,135.91,136.39,136.48,8.35,8.34,8.67,8.11,8.37,no
europa,europa_central,eslovenia,238,268,158,195,91,158,107,110,126,213,203,210,entrada,2018,664,444,343,626,859,661,752,1108,969,2077,no,pre-covid,136.3,137.26,135.91,136.39,136.48,8.35,8.34,8.67,8.11,8.37,no
europa,europa_del_sur,espa?a,15808,12714,16656,14073,14276,20296,23722,27018,16860,15878,15896,22363,entrada,2018,45178,48645,67600,54137,59251,99385,70997,93823,121737,215560,no,pre-covid,136.3,137.26,135.91,136.39,136.48,8.35,8.34,8.67,8.11,8.37,no
oceania,micronesia,estados_federados_de_micronesia,0,0,1,1,0,1,1,1,1,1,0,0,entrada,2018,1,2,3,1,2,4,2,3,4,7,no,pre-covid,136.3,137.26,135.91,136.39,136.48,8.35,8.34,8.67,8.11,8.37,no
america,america_del_norte,estados_unidos_de_america,184808,213511,286693,226588,235436,317596,348436,247121,141977,163993,196318,256357,entrada,2018,685012,779620,737534,616668,911600,1375177,758645,1464632,1354202,2818834,no,pre-covid,136.3,137.26,135.91,136.39,136.48,8.35,8.34,8.67,8.11,8.37,no
america,america_del_norte,estados_unidos_islas_menores_alejadas_de,0,0,0,1,0,0,0,0,0,0,0,0,entrada,2018,0,1,0,0,1,1,0,1,0,1,no,pre-covid,136.3,137.26,135.91,136.39,136.48,8.35,8.34,8.67,8.11,8.37,no
europa,europa_del_norte,estonia,176,212,182,31,27,21,20,12,18,51,68,239,entrada,2018,570,79,50,358,601,111,376,649,408,1057,no,pre-covid,136.3,137.26,135.91,136.39,136.48,8.35,8.34,8.67,8.11,8.37,no
africa,africa_oriental,etiopia,8,6,8,10,16,2,19,16,19,10,14,11,entrada,2018,22,28,54,35,32,63,54,50,89,139,no,pre-covid,136.3,137.26,135.91,136.39,136.48,8.35,8.34,8.67,8.11,8.37,no
asia,asia_sudoriental,filipinas,431,433,464,256,164,231,264,188,173,156,310,308,entrada,2018,1328,651,625,774,1584,1103,947,1979,1399,3378,no,pre-covid,136.3,137.26,135.91,136.39,136.48,8.35,8.34,8.67,8.11,8.37,no
europa,europa_del_norte,finlandia,1291,1313,860,124,92,130,77,48,83,135,174,1067,entrada,2018,3464,346,208,1376,3588,471,1459,3810,1584,5394,no,pre-covid,136.3,137.26,135.91,136.39,136.48,8.35,8.34,8.67,8.11,8.37,no
oceania,melanesia,fiyi,1,0,4,0,1,3,4,3,2,2,0,3,entrada,2018,5,4,9,5,5,11,7,9,14,23,no,pre-covid,136.3,137.26,135.91,136.39,136.48,8.35,8.34,8.67,8.11,8.37,no
europa,europa_occidental,francia,24886,29737,24335,27769,14906,10445,16997,19030,7925,14246,14163,21750,entrada,2018,78958,53120,43952,50159,106727,89147,58084,132078,94111,226189,no,pre-covid,136.3,137.26,135.91,136.39,136.48,8.35,8.34,8.67,8.11,8.37,no
africa,africa_central,gab?n,2,1,2,5,1,6,13,2,2,0,0,4,entrada,2018,5,12,17,4,10,27,6,17,21,38,no,pre-covid,136.3,137.26,135.91,136.39,136.48,8.35,8.34,8.67,8.11,8.37,no
africa,africa_occidental,gambia,2,2,3,2,0,1,3,2,3,0,1,1,entrada,2018,7,3,8,2,9,8,5,10,10,20,no,pre-covid,136.3,137.26,135.91,136.39,136.48,8.35,8.34,8.67,8.11,8.37,no
asia,asia_occidental,georgia,17,19,16,16,22,6,16,13,12,41,32,56,entrada,2018,52,44,41,129,68,73,141,96,170,266,no,pre-covid,136.3,137.26,135.91,136.39,136.48,8.35,8.34,8.67,8.11,8.37,no
africa,africa_occidental,ghana,15,9,31,12,31,26,38,31,18,24,15,10,entrada,2018,55,69,87,49,67,138,67,124,136,260,no,pre-covid,136.3,137.26,135.91,136.39,136.48,8.35,8.34,8.67,8.11,8.37,no
europa,europa_del_sur,gibraltar,0,0,0,0,0,0,0,1,0,0,0,0,entrada,2018,0,0,1,0,0,1,0,0,1,1,no,pre-covid,136.3,137.26,135.91,136.39,136.48,8.35,8.34,8.67,8.11,8.37,no
america,caribe,granada,9,14,25,48,21,30,18,26,13,18,25,13,entrada,2018,48,99,57,56,96,143,69,147,113,260,no,pre-covid,136.3,137.26,135.91,136.39,136.48,8.35,8.34,8.67,8.11,8.37,no
europa,europa_del_sur,grecia,305,215,209,213,142,141,162,150,116,117,195,266,entrada,2018,729,496,428,578,942,808,694,1225,1006,2231,no,pre-covid,136.3,137.26,135.91,136.39,136.48,8.35,8.34,8.67,8.11,8.37,no
america,caribe,guadalupe,0,0,0,0,0,0,0,0,0,0,0,1,entrada,2018,0,0,0,1,0,0,1,0,1,1,no,pre-covid,136.3,137.26,135.91,136.39,136.48,8.35,8.34,8.67,8.11,8.37,no
america,centroamerica,guatemala,727,633,1155,851,693,999,726,759,742,972,941,1012,entrada,2018,2515,2543,2227,2925,3366,4028,3667,5058,5152,10210,no,pre-covid,136.3,137.26,135.91,136.39,136.48,8.35,8.34,8.67,8.11,8.37,no
america,caribe,guayana,67,66,134,129,132,145,219,199,91,106,127,79,entrada,2018,267,406,509,312,396,824,403,673,821,1494,no,pre-covid,136.3,137.26,135.91,136.39,136.48,8.35,8.34,8.67,8.11,8.37,no
africa,africa_occidental,guinea,3,5,4,8,2,6,6,4,1,4,1,3,entrada,2018,12,16,11,8,20,26,9,28,19,47,no,pre-covid,136.3,137.26,135.91,136.39,136.48,8.35,8.34,8.67,8.11,8.37,no
africa,africa_central,guinea_ecuatorial,3,0,3,0,0,3,1,1,1,10,2,2,entrada,2018,6,3,3,14,6,5,15,9,17,26,no,pre-covid,136.3,137.26,135.91,136.39,136.48,8.35,8.34,8.67,8.11,8.37,no
africa,africa_occidental,guineabissau,0,0,0,0,0,1,0,2,0,0,1,1,entrada,2018,0,1,2,2,0,3,2,1,4,5,no,pre-covid,136.3,137.26,135.91,136.39,136.48,8.35,8.34,8.67,8.11,8.37,no
america,caribe,haiti,1081,1002,1396,1157,1326,1376,1671,1765,1296,1353,1360,2420,entrada,2018,3479,3859,4732,5133,4636,7295,6429,7338,9865,17203,no,pre-covid,136.3,137.26,135.91,136.39,136.48,8.35,8.34,8.67,8.11,8.37,no
america,centroamerica,honduras,455,337,561,442,422,520,586,496,444,613,458,379,entrada,2018,1353,1384,1526,1450,1795,2466,1894,2737,2976,5713,no,pre-covid,136.3,137.26,135.91,136.39,136.48,8.35,8.34,8.67,8.11,8.37,no
asia,asia_oriental,hong_kong,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2018,0,0,0,0,0,0,0,0,0,0,no,pre-covid,136.3,137.26,135.91,136.39,136.48,8.35,8.34,8.67,8.11,8.37,no
europa,europa_central,hungria,1585,1019,888,364,363,514,308,235,380,574,557,947,entrada,2018,3492,1241,923,2078,3856,1784,2458,4733,3001,7734,no,pre-covid,136.3,137.26,135.91,136.39,136.48,8.35,8.34,8.67,8.11,8.37,no
asia,indefinido,indefinido,4,7,7,6,5,5,8,2,4,11,8,8,entrada,2018,18,16,14,27,24,26,31,34,41,75,no,pre-covid,136.3,137.26,135.91,136.39,136.48,8.35,8.34,8.67,8.11,8.37,no
asia,asia_del_sur,india,589,612,839,612,608,557,525,570,432,398,887,1139,entrada,2018,2040,1777,1527,2424,2652,2872,2856,3817,3951,7768,no,pre-covid,136.3,137.26,135.91,136.39,136.48,8.35,8.34,8.67,8.11,8.37,no
asia,asia_sudoriental,indonesia,156,161,123,59,8,16,48,10,10,14,84,88,entrada,2018,440,83,68,186,499,141,196,523,254,777,no,pre-covid,136.3,137.26,135.91,136.39,136.48,8.35,8.34,8.67,8.11,8.37,no
asia,asia_occidental,irak,2,8,3,11,11,7,8,16,8,8,8,6,entrada,2018,13,29,32,22,24,53,30,42,54,96,no,pre-covid,136.3,137.26,135.91,136.39,136.48,8.35,8.34,8.67,8.11,8.37,no
asia,asia_meridional,iran,122,85,129,77,73,60,84,53,84,46,84,206,entrada,2018,336,210,221,336,413,347,420,546,557,1103,no,pre-covid,136.3,137.26,135.91,136.39,136.48,8.35,8.34,8.67,8.11,8.37,no
europa,europa_occidental,irlanda,376,342,437,374,496,517,644,394,419,336,343,357,entrada,2018,1155,1387,1457,1036,1529,2425,1455,2542,2493,5035,no,pre-covid,136.3,137.26,135.91,136.39,136.48,8.35,8.34,8.67,8.11,8.37,no
america,america_del_norte,isla_bouvet,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2018,0,0,0,0,0,0,0,0,0,0,no,pre-covid,136.3,137.26,135.91,136.39,136.48,8.35,8.34,8.67,8.11,8.37,no
america,caribe,isla_de_aruba,1,0,0,1,0,0,1,0,0,0,0,0,entrada,2018,1,1,1,0,2,2,0,2,1,3,no,pre-covid,136.3,137.26,135.91,136.39,136.48,8.35,8.34,8.67,8.11,8.37,no
asia,asia_sudoriental,isla_de_navidad,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2018,0,0,0,0,0,0,0,0,0,0,no,pre-covid,136.3,137.26,135.91,136.39,136.48,8.35,8.34,8.67,8.11,8.37,no
europa,europa_del_norte,islandia,26,24,45,19,10,19,28,12,10,20,15,51,entrada,2018,95,48,50,86,114,88,96,143,136,279,no,pre-covid,136.3,137.26,135.91,136.39,136.48,8.35,8.34,8.67,8.11,8.37,no
america,caribe,islas_caiman,2,0,0,0,3,0,0,0,0,0,0,0,entrada,2018,2,3,0,0,2,3,0,5,0,5,no,pre-covid,136.3,137.26,135.91,136.39,136.48,8.35,8.34,8.67,8.11,8.37,no
asia,asia_meridional,islas_heard_y_mcdonald,0,0,0,0,0,1,0,0,0,0,1,0,entrada,2018,0,1,0,1,0,1,1,1,1,2,no,pre-covid,136.3,137.26,135.91,136.39,136.48,8.35,8.34,8.67,8.11,8.37,no
oceania,micronesia,islas_marshall,0,0,0,0,0,0,4,1,0,0,0,0,entrada,2018,0,0,5,0,0,5,0,0,5,5,no,pre-covid,136.3,137.26,135.91,136.39,136.48,8.35,8.34,8.67,8.11,8.37,no
oceania,melanesia,islas_salom?n,0,0,0,0,0,0,1,0,0,0,0,0,entrada,2018,0,0,1,0,0,1,0,0,1,1,no,pre-covid,136.3,137.26,135.91,136.39,136.48,8.35,8.34,8.67,8.11,8.37,no
america,caribe,islas_turcas_y_caicos,3,4,4,13,28,18,31,18,7,8,8,13,entrada,2018,11,59,56,29,24,108,36,70,85,155,no,pre-covid,136.3,137.26,135.91,136.39,136.48,8.35,8.34,8.67,8.11,8.37,no
america,caribe,islas_virgenes_britanicas,11,16,22,19,17,29,25,36,16,32,15,30,entrada,2018,49,65,77,77,68,126,93,114,154,268,no,pre-covid,136.3,137.26,135.91,136.39,136.48,8.35,8.34,8.67,8.11,8.37,no
asia,asia_occidental,israel,573,553,604,555,418,369,436,507,766,349,423,617,entrada,2018,1730,1342,1709,1389,2285,2285,2155,3072,3098,6170,no,pre-covid,136.3,137.26,135.91,136.39,136.48,8.35,8.34,8.67,8.11,8.37,no
europa,europa_del_sur,italia,12944,10457,9398,9421,5757,7965,8514,11759,5437,6247,8863,13953,entrada,2018,32799,23143,25710,29063,42220,43416,34500,55942,54773,110715,no,pre-covid,136.3,137.26,135.91,136.39,136.48,8.35,8.34,8.67,8.11,8.37,no
america,caribe,jamaica,272,257,340,390,492,429,388,470,395,405,357,331,entrada,2018,869,1311,1253,1093,1259,2169,1488,2180,2346,4526,no,pre-covid,136.3,137.26,135.91,136.39,136.48,8.35,8.34,8.67,8.11,8.37,no
asia,asia_oriental,jap?n,341,244,344,295,239,256,223,294,231,233,348,606,entrada,2018,929,790,748,1187,1224,1307,1418,1719,1935,3654,no,pre-covid,136.3,137.26,135.91,136.39,136.48,8.35,8.34,8.67,8.11,8.37,no
asia,asia_occidental,jordania,19,14,51,17,15,15,21,19,10,19,23,23,entrada,2018,84,47,50,65,101,87,75,131,115,246,no,pre-covid,136.3,137.26,135.91,136.39,136.48,8.35,8.34,8.67,8.11,8.37,no
asia,asia_occidental,katar,3,4,8,9,4,4,5,1,1,0,6,4,entrada,2018,15,17,7,10,24,23,11,32,17,49,no,pre-covid,136.3,137.26,135.91,136.39,136.48,8.35,8.34,8.67,8.11,8.37,no
asia,asia_central,kazajstan,640,280,422,146,247,256,380,305,244,338,337,755,entrada,2018,1342,649,929,1430,1488,1334,1674,1991,2359,4350,no,pre-covid,136.3,137.26,135.91,136.39,136.48,8.35,8.34,8.67,8.11,8.37,no
africa,africa_oriental,kenia,8,20,14,22,34,13,47,19,19,15,23,31,entrada,2018,42,69,85,69,64,135,88,111,154,265,no,pre-covid,136.3,137.26,135.91,136.39,136.48,8.35,8.34,8.67,8.11,8.37,no
asia,asia_central,kirguistan,21,27,12,8,7,14,6,11,15,5,14,21,entrada,2018,60,29,32,40,68,46,55,89,72,161,no,pre-covid,136.3,137.26,135.91,136.39,136.48,8.35,8.34,8.67,8.11,8.37,no
oceania,micronesia,kiribati,2,0,0,0,0,0,0,0,0,0,0,0,entrada,2018,2,0,0,0,2,0,0,2,0,2,no,pre-covid,136.3,137.26,135.91,136.39,136.48,8.35,8.34,8.67,8.11,8.37,no
asia,asia_occidental,kuwait,0,11,72,23,9,7,4,14,8,2,7,11,entrada,2018,83,39,26,20,106,57,28,122,46,168,no,pre-covid,136.3,137.26,135.91,136.39,136.48,8.35,8.34,8.67,8.11,8.37,no
